name,id,continent,age,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
M. Rangel,2693,4,27,2018,1,0,1,73,73,3,4300000
Abraham González,2696,2,32,2019,2,0,1,73,73,3,3000000
J. Koundé,2698,2,19,2021,3,0,1,73,86,2,6500000
Douglas Armeira,2702,4,26,2021,3,0,1,73,73,3,3400000
M. Demiral,2703,1,20,2019,3,1,1,73,83,2,5500000
D. Vera,2704,4,33,2020,1,0,1,73,73,3,2500000
S. Cárdenas,2706,4,28,2019,2,1,1,73,73,3,4000000
M. Rensing,2708,2,34,2019,0,0,2,73,73,1,1600000
Y. Mokhtar,2709,0,26,2021,2,0,1,73,73,3,4300000
B. Dejaegere,2710,2,27,2022,2,0,1,73,74,4,4500000
R. Orsolini,2711,2,21,2019,1,1,1,73,85,4,7000000
S. de Jong,2712,2,29,2019,2,0,2,73,73,2,3900000
J. Riedewald,2713,2,21,2022,2,1,1,73,80,3,4900000
C. Yacob,2714,4,30,2020,2,0,2,73,73,2,3000000
B. Zuculini,2717,4,25,2022,2,0,1,73,76,3,4200000
V. Qazaishvili,2720,2,25,2019,2,0,1,73,75,4,4900000
E. Barreto,2722,4,33,2019,2,0,2,73,73,3,2300000
N. Bungert,2723,2,31,2019,3,0,2,73,73,2,2700000
J. Poulsen,2725,2,34,2019,2,0,1,73,73,3,1900000
A. Grünwald,2726,2,29,2021,2,1,1,73,73,3,3900000
J. Bořil,2728,2,27,2021,3,0,1,73,74,3,3700000
J. Gandolfi,2731,4,37,2019,3,0,1,73,73,2,550000
Fabiano,2732,4,30,2019,0,0,1,73,74,1,3000000
J. Gélin,2734,2,21,2022,3,0,1,73,83,2,5500000
S. Bertoli,2735,4,40,2019,0,0,1,73,73,1,270000
Xeka,2736,2,23,2021,2,0,1,73,79,3,4700000
Raul García,2738,2,29,2019,3,1,1,73,73,2,3000000
Diego Lopes,2740,4,24,2023,2,0,1,73,77,3,5000000
Costinha,2742,2,25,2019,2,0,1,73,76,3,4900000
E. Palacios,2743,4,19,2021,2,0,1,73,85,4,7000000
Sergio Tejera,2744,2,28,2020,2,1,1,73,73,3,3200000
Pedro Rocha,2745,4,23,2021,1,0,1,73,79,3,5500000
M. Stekelenburg,2747,2,35,2019,0,0,2,73,73,1,950000
L. Martínez Quarta,2750,4,22,2021,3,0,1,73,82,3,5500000
F. Barba,2751,2,24,2022,3,1,1,73,79,2,4700000
R. Morioka,2754,1,27,2021,2,0,1,73,74,3,4600000
Bruno Xadas,2756,2,20,2022,2,1,1,73,84,4,7000000
A. Büttner,2757,2,29,2019,3,1,1,73,73,3,3000000
C. Akolo,2758,0,23,2021,1,0,1,73,81,4,6000000
Cristiano,2759,4,31,2022,1,0,1,73,73,3,3600000
K. Möhwald,2760,2,24,2021,2,0,1,73,77,3,5000000
A. Rodríguez,2761,4,29,2023,1,0,1,73,73,2,4000000
D. Ndongala,2762,0,27,2021,2,0,1,73,73,3,4200000
M. Matip,2764,0,32,2019,3,0,2,73,73,2,2300000
M. van der Hoorn,2767,2,25,2019,3,0,1,73,76,2,4200000
M. Gavranović,2768,2,28,2021,1,0,1,73,73,3,4100000
J. Stryger Larsen,2769,2,27,2022,3,0,1,73,75,3,3900000
G. Torje,2770,2,28,2019,2,0,1,73,73,3,4000000
C. Mayada,2771,4,27,2019,3,0,1,73,73,3,3300000
Gus Outomouro,2778,4,34,2021,1,0,1,73,73,3,2100000
Y. Atal,2780,0,22,2023,3,0,1,73,82,4,5500000
F. Sambueza,2782,4,29,2023,2,0,1,73,73,3,3900000
Juliano Mascarinhas,2783,4,34,2021,2,0,1,73,73,2,1200000
F. Rinaudo,2784,4,31,2020,2,0,2,73,73,3,3400000
A. Maxim,2789,2,27,2021,2,0,2,73,73,5,4200000
N. Navarro,2790,4,33,2021,0,1,1,73,73,1,2000000
A. Rispoli,2791,2,29,2019,2,0,1,73,73,3,3000000
I. Baldé,2792,0,29,2020,1,0,1,73,73,3,4000000
Miguel Vieira,2793,2,27,2021,3,0,1,73,74,2,3800000
S. Dewaest,2798,2,27,2022,3,0,1,73,74,2,3800000
Nélson Oliveira,2799,2,26,2019,1,0,1,73,73,3,4400000
A. Losilla,2800,2,32,2020,2,0,1,73,73,3,2300000
F. Meza,2801,4,26,2020,3,0,1,73,76,2,4200000
C. Mathenia,2802,2,26,2021,0,0,2,73,76,1,3500000
O. Ntcham,2803,2,22,2022,2,0,1,73,82,3,6000000
M. Knoll,2804,2,27,2022,2,1,1,73,73,2,3400000
M. Barrios,2806,4,27,2019,2,0,1,73,73,3,4200000
Perdigão,2808,4,26,2020,1,0,1,73,73,4,4300000
Marc Mateu,2811,2,28,2019,3,1,1,73,73,3,4000000
T. Foket,2815,2,23,2023,3,0,1,73,78,3,4500000
Riesgo,2821,2,34,2019,0,0,1,73,73,1,1600000
J. Van Damme,2823,2,34,2019,3,1,2,73,73,2,1200000
W. Faríñez,2824,4,20,2020,0,0,1,73,83,1,5000000
B. Dibassy,2825,0,28,2021,3,1,1,73,73,2,3200000
T. Reginiussen,2826,2,32,2019,3,0,1,73,73,2,2300000
Benjamin Meseira,2828,4,34,2021,3,0,1,73,73,3,1100000
C. Ninga,2829,0,25,2022,1,0,1,73,78,3,5500000
M. Suttner,2830,2,31,2020,3,1,1,73,73,3,2600000
G. van der Wiel,2831,2,30,2021,3,0,2,73,73,3,3000000
W. González,2832,4,23,2018,1,0,1,73,81,3,6000000
P. Tachtsidis,2834,2,27,2020,2,1,2,73,73,3,3400000
E. Cerutti,2836,4,26,2019,2,0,1,73,74,4,4700000
Pere Milla,2838,2,25,2020,2,1,1,73,76,3,5000000
J. Johansson,2839,2,28,2020,2,0,1,73,73,3,4000000
T. Murg,2840,2,23,2022,2,1,1,73,77,3,5000000
P. Nardi,2844,2,24,2019,0,0,1,73,78,1,3900000
H. Magnússon,2845,2,25,2022,3,1,1,73,78,2,4500000
O. Edouard,2846,2,20,2022,1,0,1,73,84,3,7000000
Evandro Rochedo,2848,4,34,2021,1,0,1,73,73,3,2100000
Bracali,2850,4,37,2020,0,0,1,73,73,1,270000
Y. Gómez Andrade,2852,4,26,2021,3,0,1,73,75,2,4000000
G. Peruzzi,2853,4,26,2019,3,0,1,73,76,3,4100000
Y. Gordillo,2855,4,26,2019,2,0,1,73,78,2,4400000
B. Sanneh,2856,0,23,2023,3,0,1,73,79,2,4700000
Michel Cruceiro,2857,4,26,2021,2,1,1,73,73,2,3500000
L. Burián,2858,4,34,2019,0,0,1,73,73,1,1600000
M. Tekdemir,2859,1,30,2021,2,0,1,73,73,3,3000000
I. Mbaye,2861,0,23,2019,3,0,1,73,80,3,4700000
C. Santos,2864,4,30,2021,1,1,1,73,73,3,3900000
E. Mendy,2865,0,26,2020,0,0,1,73,76,1,3500000
M. Ngadeu-Ngadjui,2866,0,27,2020,3,0,1,73,75,2,3900000
L. Mazzitelli,2867,2,22,2019,2,0,1,73,78,3,5500000
V. Stocker,2870,2,29,2021,2,1,2,73,73,3,3900000
D. Alar,2871,2,28,2022,1,1,1,73,73,3,4100000
J. Añor,2872,4,24,2021,2,1,1,73,78,3,5500000
A. Donis,2873,2,21,2021,1,0,1,73,83,3,6500000
F. Diagne,2875,0,28,2020,3,0,1,73,73,2,3200000
A. Hahn,2879,2,27,2022,2,0,2,73,73,3,4200000
V. Shepelev,2880,2,21,2020,2,0,1,73,82,2,5500000
M. Leitner,2881,2,25,2022,2,0,2,73,75,3,4800000
M. Mitrović,2884,2,24,2022,3,0,1,73,78,2,4500000
A. Luthe,2885,2,31,2020,0,0,1,73,73,1,2400000
N. Uysal,2886,1,27,2021,3,0,1,73,75,3,3900000
A. Ujah,2888,0,27,2021,1,0,2,73,73,3,4300000
S. Lukić,2891,2,21,2023,2,0,1,73,80,3,4900000
Rubén Alcaraz,2893,2,27,2022,2,0,1,73,74,2,4500000
L. Ulloa,2894,4,31,2019,1,0,1,73,73,2,3600000
Iván López,2895,2,24,2019,3,0,1,73,78,3,4500000
S. Amrabat,2896,0,21,2022,2,0,1,73,79,3,5500000
M. Wöber,2897,2,20,2021,3,1,1,73,81,2,5000000
F. Lucioni,2898,2,30,2021,3,0,1,73,73,2,3000000
Calero,2899,2,22,2021,3,0,1,73,82,2,5500000
C. Marrugo,2900,4,32,2019,2,0,1,73,73,3,3100000
J. Forlín,2901,4,30,2019,3,0,1,73,73,2,3000000
L. Janson,2902,4,23,2019,1,0,1,73,79,4,5500000
Thiago Santana,2904,4,25,2019,1,1,1,73,75,3,5000000
N. Etheridge,2905,1,28,2021,0,0,1,73,75,1,3300000
Frederico Venâncio,2907,2,25,2022,3,0,1,73,77,2,4300000
M. Grujić,2908,2,22,2019,2,0,1,73,84,3,6000000
M. Langerak,2909,3,29,2021,0,0,2,73,74,1,3100000
W. Troost-Ekong,2911,0,24,2022,3,0,1,73,77,2,4400000
R. Kruse,2914,3,29,2019,2,0,1,73,73,3,3900000
T. Matlaba,2915,0,30,2019,3,0,1,73,73,3,2900000
G. Banguera,2916,4,22,2023,0,0,1,73,82,1,4700000
A. Özbiliz,2917,2,28,2019,1,1,2,73,73,4,4000000
I. Success,2919,0,22,2023,2,0,1,73,80,3,5500000
D. Kadah,2923,1,32,2020,2,0,1,73,73,3,3100000
F. Cacciatore,2926,2,31,2020,3,0,1,73,73,2,2600000
R. Pérez,2928,4,28,2021,3,0,1,73,74,2,3600000
A. Baumjohann,2929,2,31,2019,2,0,2,73,73,3,3500000
H. Kaldırım,2931,1,28,2020,3,1,1,73,73,3,3200000
F. Monetti,2932,4,29,2023,0,0,1,73,75,1,3200000
M. Stępiński,2935,2,23,2021,1,0,1,73,80,3,5500000
M. Heller,2938,2,32,2020,2,0,2,73,73,3,3100000
V. Pajot,2939,2,27,2021,2,0,1,73,73,3,4100000
Y. Asad,2940,4,23,2018,2,0,1,73,79,3,5500000
W. Montillo,2941,4,34,2019,2,0,2,73,73,4,2000000
L. Waldschmidt,2942,2,22,2022,1,1,1,73,79,3,5500000
J. Mæhle,2944,2,21,2020,3,0,1,73,81,3,5000000
Pierrino Faria,2950,4,30,2021,0,0,1,73,73,1,2600000
Adrián González,2951,2,30,2020,2,1,1,73,73,3,3000000
Nivo Serpinho,2954,4,34,2021,0,1,1,73,73,1,1600000
M. Klich,2956,2,28,2020,2,0,1,73,73,3,4000000
Álex Pérez,2959,2,26,2020,3,0,1,73,75,2,4000000
I. Arboleda,2961,4,22,2020,0,0,1,73,80,1,4100000
José Rodríguez,2964,2,23,2019,2,0,1,73,78,3,4500000
F. Pardo,2965,4,27,2019,2,0,2,73,73,3,4200000
R. Doan,2966,1,20,2021,2,1,1,73,84,3,7000000
O. Hiljemark,2967,2,26,2020,2,0,1,73,75,3,4800000
R. Halliche,2970,0,31,2020,3,0,1,73,73,2,2700000
L. Marrone,2971,2,28,2019,3,0,1,73,73,3,3200000
K. Wilczek,2973,2,30,2019,1,1,1,73,73,3,3900000
João Amaral,2974,2,26,2022,2,1,1,73,73,3,4300000
R. Bengtsson,2975,2,32,2019,3,0,1,73,73,2,2300000
E. Johansson,2976,2,29,2022,3,0,1,73,73,2,3100000
Serginho,2978,4,24,2020,1,1,1,73,78,3,5500000
S. Simič,2981,2,23,2020,3,0,1,73,81,2,5000000
N. Radonjić,2983,2,22,2023,1,0,1,73,80,3,5500000
M. Sau,2984,2,30,2019,1,0,2,73,73,4,3900000
J. Schieber,2985,2,29,2021,1,1,2,73,73,3,4000000
Botía,2986,2,29,2020,3,0,1,73,73,2,3100000
Amilton,2988,4,28,2020,1,0,1,73,73,4,4000000
J. Ito,2989,1,25,2021,2,0,1,73,75,3,4900000
Edgar Badía,2990,2,26,2019,0,0,1,73,77,1,3600000
N. Penneteau,2991,2,37,2019,0,1,2,73,73,1,270000
V. Wormgoor,2993,2,29,2019,3,0,1,73,73,2,3100000
L. Gamba,2995,4,31,2023,1,0,1,73,73,3,3600000
R. Krhin,2997,2,28,2020,2,0,1,73,73,2,3200000
J. Herrera,2998,4,37,2019,0,0,1,73,73,1,270000
B. Stancu,2999,2,31,2019,1,0,1,73,73,3,3600000
M. Frantz,3001,2,31,2020,2,1,2,73,73,2,3400000
Oswaldito Cuba,3005,4,34,2021,3,1,1,73,73,3,1100000
C. Rigamonti,3006,4,31,2021,0,0,1,73,73,1,2400000
J. Kovařík,3007,2,30,2022,2,1,1,73,73,3,3800000
N. Isimat-Mirin,3010,2,26,2019,3,0,1,73,74,2,3900000
L. Gil,3012,4,27,2021,2,1,1,73,74,3,3800000
Z. Machach,3013,2,22,2019,2,0,1,73,80,3,5500000
A. Peñaranda,3015,4,21,2023,1,0,1,73,81,3,6000000
Sergi Samper,3017,2,23,2020,2,0,1,73,80,3,4800000
R. Lod,3018,2,25,2020,2,1,1,73,77,3,5000000
H. Saivet,3019,0,27,2019,2,0,2,73,73,3,4100000
A. Regattin,3020,0,26,2020,2,0,1,73,73,3,4300000
Mauro Cildinho,3021,4,34,2021,3,0,1,73,73,3,1100000
K. Hansen,3025,2,29,2022,3,0,1,73,73,2,3100000
S. Gürler,3026,1,26,2022,2,0,1,73,73,3,4300000
D. Dainelli,3027,2,39,2019,3,0,2,73,73,2,270000
M. Mantovani,3028,4,33,2021,3,0,2,73,73,2,1600000
João Carvalho,3030,2,21,2023,2,0,1,73,82,4,6000000
M. Aguirregaray,3032,4,29,2019,3,0,1,73,73,3,3000000
A. Ricaurte,3033,4,26,2019,2,1,1,73,75,3,4000000
D. Jensen,3036,2,26,2019,0,0,1,73,76,1,3500000
J. Duque,3037,4,26,2020,2,0,1,73,77,2,4300000
E. Reynoso,3038,4,22,2022,2,1,1,73,80,3,5500000
J. Gutiérrez,3040,4,34,2022,2,0,2,73,73,3,1900000
M. Leye,3041,0,35,2019,1,0,1,73,73,3,1800000
Caio Secco,3043,4,27,2019,0,0,1,73,75,1,3200000
B. Bianchi,3044,4,29,2019,3,0,1,73,73,2,3100000
T. Leistner,3046,2,27,2021,3,0,1,73,74,2,3800000
R. Kishna,3047,2,23,2019,1,1,2,73,77,5,5000000
K. Rezaei,3049,1,26,2022,1,0,1,73,75,3,4900000
D. Vukovic,3050,3,33,2019,0,0,1,73,73,1,2000000
R. Nouri,3051,2,33,2019,2,0,1,73,73,3,2400000
I. Köybaşı,3053,1,28,2019,3,1,2,73,73,3,3200000
Juan Villar,3054,2,30,2021,2,0,1,73,73,3,3800000
A. Ramos,3057,4,32,2019,1,0,2,73,73,3,3200000
M. Rybus,3059,2,28,2020,3,1,2,73,73,3,3200000
J. Barroso,3060,4,33,2018,3,0,1,73,73,2,1600000
A. Cohen,3061,1,29,2021,2,0,1,73,73,3,3100000
B. Raman,3062,2,23,2022,2,0,1,73,79,3,5500000
Hervías,3065,2,25,2020,2,0,1,73,76,3,5000000
L. Pocrnjic,3066,4,36,2020,0,0,1,73,73,1,550000
T. Heurtaux,3067,2,29,2021,3,0,2,73,73,2,3100000
A. Gunnarsson,3071,2,29,2019,2,0,1,73,73,3,3100000
M. Terrier,3076,2,21,2022,1,0,1,73,83,4,6500000
A. Rosina,3081,2,34,2020,1,1,2,73,73,4,2000000
Édundo Oliveira,3083,4,26,2021,3,0,1,73,73,2,3500000
A. Solari,3084,4,26,2021,2,0,1,73,74,3,4700000
V. Coufal,3086,2,25,2021,3,0,1,73,76,2,4100000
S. Di Carmine,3087,2,29,2019,1,0,1,73,73,3,4000000
F. Lemoine,3089,2,31,2021,2,0,2,73,73,3,2700000
Djalma,3090,0,31,2020,2,0,2,73,73,3,3500000
Y. Benalouane,3092,0,31,2019,3,0,1,73,73,2,2700000
L. Pisculichi,3093,4,34,2020,2,1,1,73,73,3,2000000
Edinho,3094,2,35,2019,1,0,1,73,73,3,1800000
Paolito Serra,3095,4,26,2021,3,0,1,73,73,2,3500000
L. Rosić,3097,2,25,2021,3,0,1,73,78,2,4500000
F. Soldano,3098,4,23,2020,1,0,1,73,79,3,5500000
A. Hansen,3099,2,28,2023,0,0,1,73,75,1,3300000
V. García,3100,4,24,2021,3,0,1,73,78,3,4500000
F. Sánchez,3101,4,28,2020,3,0,1,73,73,3,3200000
Y. Yotún,3103,4,28,2019,2,1,1,73,73,3,4000000
J. Ménez,3105,2,31,2019,1,0,3,73,73,3,3600000
I. Damonte,3108,4,36,2022,2,0,1,72,72,3,975000
A. Dioussé,3109,0,20,2022,2,1,1,72,80,3,4000000
Laure,3110,2,33,2020,3,0,1,72,72,3,1200000
N. Karelis,3111,2,26,2019,1,1,1,72,75,3,3900000
Vesga,3112,2,25,2019,2,1,1,72,77,3,3500000
V. Jovanović,3113,2,22,2021,3,1,1,72,78,2,3600000
J. Filipović,3114,2,25,2020,3,0,1,72,75,2,3300000
J. Cuevas,3115,4,30,2018,1,1,1,72,72,3,2900000
J. Zmrhal,3117,2,24,2021,2,1,1,72,75,3,3900000
D. Siovas,3119,2,29,2021,3,1,2,72,72,2,2400000
J. Pohjanpalo,3120,2,23,2022,1,0,1,72,77,3,4200000
R. Pierre-Gabriel,3121,2,20,2023,3,0,1,72,82,3,4300000
H. Droguett,3122,4,35,2018,2,1,1,72,72,3,1400000
V. Ibarbo,3125,4,28,2022,1,0,2,72,72,3,3200000
A. Blin,3127,2,21,2019,2,0,1,72,80,3,4000000
H. Aleesami,3128,2,26,2019,3,1,1,72,72,3,2600000
R. Koolwijk,3131,2,32,2021,2,1,1,72,72,2,1800000
B. Parker,3132,0,32,2019,2,1,1,72,72,3,2500000
K. Omeruo,3133,0,24,2019,3,0,1,72,79,2,3700000
G. Letizia,3134,2,28,2020,3,0,1,72,72,3,2500000
D. Dessoleil,3135,2,25,2023,3,1,1,72,75,2,3300000
C. Nørgaard,3136,2,24,2022,2,0,1,72,79,3,3700000
A. Cordaz,3138,2,35,2022,0,0,1,72,72,1,725000
Bruno Tabata,3140,4,21,2021,1,1,1,72,81,4,4800000
I. Mboyo,3141,2,31,2020,1,0,1,72,72,3,2800000
P. Kasami,3142,2,26,2020,2,1,1,72,73,3,3700000
S. Montoya,3143,4,26,2020,2,1,1,72,73,3,3700000
T. Aoyama,3144,1,32,2023,2,0,1,72,72,3,2400000
João Félix,3145,2,18,2023,1,0,1,72,88,4,6500000
P. Gerkens,3148,2,23,2021,1,0,1,72,77,3,4200000
G. Di Lorenzo,3149,2,24,2022,3,0,1,72,76,3,3400000
S. Sam,3150,2,30,2019,2,1,2,72,72,3,2900000
B. Kayal,3151,1,30,2019,2,0,1,72,72,3,2900000
A. Johansson,3153,2,36,2018,3,0,1,72,72,2,425000
Jon Bautista,3154,2,22,2023,1,0,1,72,78,3,4300000
E. Mulder,3155,2,29,2020,0,0,1,72,73,1,2400000
Isaías,3156,2,31,2020,2,0,1,72,72,3,2100000
D. Bessa,3157,2,25,2019,2,0,1,72,76,4,3900000
K. Karaman,3158,1,24,2021,2,0,1,72,76,3,4100000
A. Malarz,3159,2,38,2019,0,0,1,72,72,1,210000
Naranjo,3161,2,23,2022,1,0,1,72,78,4,4300000
T. Barnetta,3163,2,33,2019,2,0,2,72,72,3,1900000
M. Lehmann,3167,2,35,2019,2,0,2,72,72,2,725000
N. Aguirre,3169,4,27,2019,2,1,1,72,72,3,3200000
Otávinho Vila,3171,4,34,2021,2,0,1,72,72,2,950000
P. Aránguiz,3174,4,21,2023,2,0,1,72,81,4,4800000
Sandelas Júnior,3175,4,26,2021,2,1,1,72,72,2,2700000
B. Carrasco,3178,4,27,2019,2,0,1,72,72,3,3300000
J. Schunke,3179,4,31,2021,3,0,1,72,72,2,2100000
G. Castellani,3181,4,30,2022,2,0,1,72,72,4,2900000
L. Jiménez,3182,4,34,2019,1,0,2,72,72,3,1600000
Dener,3183,4,26,2019,2,0,1,72,74,3,3700000
M. Flekken,3184,2,25,2022,0,0,1,72,75,1,2800000
Pedro Nuno,3185,2,23,2021,1,0,1,72,79,3,4400000
D. Kamada,3186,1,21,2019,1,0,1,72,79,3,4500000
N. Bendtner,3187,2,30,2019,1,0,2,72,72,3,3000000
M. Bakakis,3189,2,27,2023,3,0,1,72,73,3,2900000
G. Vural,3192,1,30,2021,3,1,1,72,72,3,2900000
T. Chery,3193,2,30,2019,2,1,1,72,72,3,2900000
M. Barrow,3196,0,25,2021,1,1,1,72,73,3,3700000
Timo Triano,3198,4,34,2021,2,0,1,72,72,2,950000
A. Elmohamady,3199,0,30,2020,3,0,2,72,72,3,2200000
Fábio Pacheco,3203,2,30,2021,2,0,1,72,72,2,2300000
S. Vittor,3207,4,29,2018,3,0,1,72,73,2,2700000
Romarinho,3208,4,27,2020,1,0,1,72,72,4,3300000
B. Srarfi,3209,0,21,2021,1,1,1,72,80,4,4600000
C. Puggioni,3211,2,37,2021,0,0,1,72,72,1,210000
T. Necid,3212,2,28,2020,1,0,2,72,72,3,3200000
Pimentiscinho,3214,4,30,2021,2,1,1,72,72,2,2300000
Aitor,3216,2,27,2022,0,0,1,72,75,1,2600000
R. Strieder,3218,2,25,2021,2,0,1,72,75,2,3300000
Brandon Thomas,3221,2,23,2019,1,0,1,72,79,3,4400000
J. Bijlow,3222,2,20,2023,0,0,1,72,82,1,3900000
C. Jean,3224,2,22,2021,2,0,1,72,77,3,4200000
O. Zahustel,3226,2,27,2019,3,0,1,72,73,3,2900000
Casadesús,3227,2,33,2020,1,0,1,72,72,3,2000000
T. Moulin,3228,2,28,2021,2,0,1,72,73,3,2800000
Vieiraldo Junior,3231,4,26,2021,2,1,1,72,72,2,2700000
E. Ponce,3233,4,21,2020,1,0,1,72,80,3,4700000
Enzo Merques,3234,4,34,2021,3,1,1,72,72,3,875000
Jota,3237,2,27,2021,2,1,1,72,72,3,3300000
Pedro Tiba,3238,2,29,2021,2,0,1,72,72,3,3000000
E. Özgenç,3241,1,33,2019,3,0,1,72,72,3,1200000
D. Buitrago,3242,4,27,2023,2,1,1,72,73,3,3600000
C. Peralta,3243,4,28,2021,1,0,1,72,72,3,3200000
A. Walke,3244,2,35,2019,0,0,1,72,72,1,725000
R. Thelander,3245,2,26,2021,3,0,1,72,72,2,2700000
E. Unsain,3246,4,23,2020,0,0,1,72,79,1,3200000
Jorge Pombo,3247,2,24,2020,1,0,1,72,79,3,4400000
Porphirinho,3248,4,30,2021,2,0,1,72,72,2,2300000
G. Núñez,3250,4,30,2022,2,1,1,72,72,3,2900000
E. Berggreen,3251,2,25,2019,1,0,1,72,76,2,4100000
E. Lamanna,3252,2,28,2019,0,0,1,72,74,1,2600000
K. Kusk,3253,2,26,2022,2,1,1,72,72,3,3300000
J. Bahebeck,3255,2,25,2020,1,0,1,72,75,3,4000000
P. Lasogga,3259,2,26,2019,1,0,2,72,75,2,3900000
Alessinito,3261,4,34,2021,2,0,1,72,72,2,950000
A. Fransson,3263,2,24,2021,2,0,1,72,77,3,4100000
Rafa Soares,3266,2,23,2022,3,1,1,72,80,3,3900000
M. Sobottka,3270,2,24,2022,2,0,1,72,78,2,3600000
A. Farías,3271,4,30,2023,2,0,1,72,72,2,2300000
Rafael Leão,3273,2,19,2023,1,0,1,72,86,4,6500000
S. Adegbenro,3275,0,22,2021,1,0,1,72,80,3,4600000
E. Martínez,3276,4,25,2020,0,0,1,72,77,1,3000000
Roberto Torres,3277,2,29,2020,2,0,1,72,72,3,3000000
Rúben Micael,3279,2,31,2019,2,0,2,72,72,3,2700000
S. Koroki,3280,1,31,2021,1,0,1,72,72,3,2800000
C. Medjani,3281,0,33,2019,2,0,1,72,72,2,1300000
M. Makola,3282,0,32,2019,2,0,1,72,72,3,2400000
D. Sinkgraven,3283,2,22,2019,3,1,1,72,75,4,3300000
F. Romagna,3284,2,21,2022,3,0,1,72,86,2,6000000
Kiko Olivas,3285,2,29,2020,3,0,1,72,72,2,2400000
T. Pledl,3287,2,24,2019,2,0,1,72,75,3,3900000
Leordinho Paes,3288,4,30,2021,2,1,1,72,72,3,2900000
A. Bouzat,3294,4,24,2019,1,1,1,72,78,3,4300000
L. Mothiba,3295,0,22,2023,1,0,1,72,81,3,4900000
R. Walter,3297,2,23,2019,2,1,1,72,78,3,4200000
S. Gakpé,3298,0,31,2020,2,0,2,72,72,3,2700000
Angulo,3299,2,34,2020,1,1,1,72,72,3,1600000
Ricardo Valente,3300,2,27,2019,2,0,1,72,72,4,3300000
M. Kean,3301,2,18,2020,1,0,1,72,87,3,6500000
S. Dioudis,3302,2,25,2020,0,0,1,72,75,1,2800000
S. Pellissier,3303,2,39,2019,1,0,2,72,72,3,900000
B. Afobe,3304,0,25,2022,1,0,1,72,76,3,4100000
A. Cerri,3307,2,22,2019,1,0,1,72,80,3,4600000
A. Çalık,3310,1,24,2021,3,0,1,72,77,2,3500000
A. Mobara,3312,0,24,2019,3,0,1,72,77,3,3500000
V. Găman,3313,2,29,2019,3,0,1,72,72,2,2400000
C. Molinaro,3316,2,34,2019,3,1,2,72,72,3,875000
S. Medina,3317,4,26,2023,3,0,1,72,74,3,3100000
K. Diks,3318,2,21,2021,3,0,1,72,79,3,3700000
R. Žulj,3322,2,26,2019,1,0,1,72,74,3,3800000
João Afonso,3323,2,28,2019,3,0,1,72,72,2,2500000
S. Decarli,3324,2,26,2020,3,0,1,72,75,2,3200000
R. Danzé,3327,2,31,2019,3,0,2,72,72,3,2000000
S. Coopman,3329,2,23,2022,2,0,1,72,77,3,4200000
A. Mena,3331,4,30,2018,1,1,1,72,72,3,2900000
Rubén García,3332,2,24,2021,2,1,1,72,77,3,4200000
Pedro Sánchez,3335,2,31,2020,2,0,1,72,72,3,2700000
P. Arajuuri,3336,2,30,2019,3,0,1,72,72,2,2300000
Jessé Ledeiro,3338,4,30,2021,2,0,1,72,72,3,2900000
T. Torun,3339,1,28,2019,2,0,1,72,72,3,3100000
F. Al Muwallad,3344,1,23,2022,2,0,1,72,77,3,4200000
K. Letica,3349,2,21,2022,0,0,1,72,80,1,3500000
I. Mbenza,3351,2,22,2019,1,0,1,72,80,3,4600000
A. Castro,3352,4,23,2021,2,1,1,72,78,3,4300000
O. Nyland,3353,2,27,2021,0,0,1,72,74,1,2500000
M. Iori,3354,2,36,2021,2,0,1,72,72,2,975000
Adrián Burnabão,3357,4,34,2021,2,0,1,72,72,4,1600000
J. Nieto,3360,4,25,2019,2,0,1,72,77,3,4100000
Y. Mulumbu,3366,0,31,2020,2,0,2,72,72,3,2100000
L. Boyé,3368,4,22,2020,2,0,1,72,81,3,4900000
M. Mahi,3370,0,24,2019,1,0,1,72,76,4,4100000
I. Lewczuk,3372,2,33,2019,3,0,1,72,72,2,1300000
F. Kroos,3373,2,27,2019,2,0,1,72,75,3,3100000
D. N'Dinga,3375,0,30,2019,2,0,1,72,72,2,2300000
Welinton,3376,4,29,2020,3,0,1,72,72,2,2400000
N. Mushekwi,3377,0,30,2020,1,1,1,72,72,2,3000000
J. Jugas,3378,2,26,2020,3,0,1,72,76,2,3300000
Claiton,3379,4,33,2020,3,0,1,72,72,2,1300000
J. Mauri,3381,2,22,2019,2,0,1,72,79,3,4300000
L. Sigali,3382,4,31,2023,3,0,1,72,72,2,2100000
I. Seck,3383,0,28,2021,2,1,1,72,72,2,2500000
L. Caldirola,3385,2,27,2019,3,1,2,72,72,2,2600000
B. Hrgota,3387,2,25,2019,1,1,1,72,75,3,4000000
D. Morales,3388,4,31,2019,2,0,1,72,72,4,2700000
A. Andrade,3391,4,29,2018,2,0,1,72,72,3,3000000
F. Ricci,3392,2,24,2019,1,1,1,72,75,3,3900000
A. Ömür,3393,1,19,2022,2,1,1,72,79,3,4200000
M. Erdinç,3394,1,31,2019,1,0,2,72,72,3,2800000
A. Hoffmann,3397,2,25,2020,3,0,1,72,76,2,3400000
J. Mattheij,3398,2,25,2019,3,0,1,72,75,2,3300000
M. Sprocati,3399,2,24,2019,1,0,1,72,75,3,3900000
R. Métanire,3402,0,28,2019,3,0,1,72,72,3,2500000
